,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CatRoomService,CatFoodCourt,CatShoppingMall,CatSpa,CatVRDeck,GroupSize,FamilySize,Europa,Earth,Mars,TRAPPIST-1e,PSO J318.5-22,55 Cancri e,Deck_B,Deck_F,Deck_A,Deck_G,Deck_E,Deck_D,Deck_C,Side_P,Side_S
1211,1,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1212,0,20,0,0,636,0,4,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1213,0,42,0,0,592,112,0,0,0,2,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1214,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1215,0,27,0,824,0,5649,133,0,2,0,3,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1216,1,32,0,0,0,0,0,-153,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1217,1,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1218,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1219,0,36,0,904,49,123,199,72,2,1,1,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1220,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1221,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1222,1,42,0,-83,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1223,1,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1224,1,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1225,0,15,0,81,0,2267,0,0,1,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1226,1,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1227,0,15,0,0,156,699,45,0,0,1,2,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1228,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1229,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1230,0,24,0,2469,0,0,0,56,2,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1231,0,25,0,5,524,267,0,982,1,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1232,0,22,0,644,2,0,83,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1233,0,57,0,4,0,702,37,0,1,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1234,0,25,0,938,0,206,0,289,2,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1235,0,21,0,0,0,1352,0,182,0,0,3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1236,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1237,0,27,0,11567,246,0,5957,496,2,1,0,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1238,0,18,0,419,134,0,311,0,2,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1239,0,61,0,1,0,328,241,873,0,0,1,2,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1240,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1241,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1242,0,27,0,0,196,7,0,1325,0,1,1,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1243,0,20,0,0,0,0,631,350,0,0,0,2,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1244,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1245,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1246,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1247,0,22,0,2,12,0,630,59,1,1,0,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1248,0,32,1,733,11,1819,34,1,2,1,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1249,0,28,0,1,1250,195,62,2406,0,1,1,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1250,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1251,0,28,0,0,774,2760,4171,118,0,2,3,4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1252,1,32,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1253,0,54,0,0,373,165,400,3217,0,1,0,2,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1254,0,27,0,0,0,0,6,3223,0,0,0,1,2,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1255,1,30,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1256,1,25,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1257,0,39,0,1236,0,849,85,0,2,0,2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1258,0,14,0,100,3821,133,116,8,1,4,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1259,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1260,0,22,0,0,75,688,42,3,0,1,2,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1261,0,27,0,0,263,1,8580,0,0,1,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1262,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1263,0,16,0,2730,397,0,0,56,2,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1264,0,40,0,4,648,0,1759,0,1,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1265,1,48,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1266,0,25,0,0,10754,3,345,478,0,4,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1267,0,29,0,0,2074,0,6,320,0,3,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1268,0,60,0,0,245,0,985,0,0,1,0,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1269,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1270,1,37,0,0,0,-25,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1271,1,35,0,0,0,0,545,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1272,0,23,0,855,1296,3765,0,0,2,2,3,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1273,0,24,0,671,0,344,0,6,2,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1274,0,15,0,1416,0,1184,3,0,2,0,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1275,0,18,0,0,2130,0,1685,979,0,2,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1276,1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1277,0,39,0,2194,1034,21,0,0,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
1278,1,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1279,0,43,0,1259,0,0,963,0,2,0,0,3,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1280,0,45,0,16,0,1103,239,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1281,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1282,0,52,0,0,295,0,449,233,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1283,0,18,0,798,2,0,8,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1284,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1285,0,26,0,0,765,3,14,1,0,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1286,1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1287,0,19,0,0,0,0,802,7,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1288,0,45,0,3,31,60,515,0,1,1,1,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1289,0,27,0,0,0,1388,0,15,0,0,3,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1290,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1291,0,22,0,0,130,39,457,0,0,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1292,0,23,0,0,102,0,0,587,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1293,0,32,0,0,442,0,1700,315,0,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1294,0,15,0,0,34,861,0,47,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1295,1,30,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1296,0,60,0,454,1,91,1,227,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1297,0,50,0,0,104,6,1940,1,0,1,1,3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1298,0,45,0,545,63,38,3,369,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1299,0,24,0,915,0,67,0,67,2,0,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1300,0,22,0,842,7,431,52,0,2,0,1,1,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1301,0,20,0,1,0,2638,0,0,0,0,3,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1302,1,19,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1303,0,40,0,203,2,112,0,1065,2,1,1,0,2,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1304,1,14,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1305,1,18,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1306,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1307,1,35,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1308,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1309,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1310,0,44,0,0,9662,0,1,1260,0,4,0,0,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1311,0,42,0,0,0,85,0,703,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1312,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1313,0,19,0,6,697,0,0,0,1,2,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1314,1,69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1315,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1316,0,15,0,144,0,0,6,379,1,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1317,1,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1318,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1319,1,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1320,0,62,0,0,9724,0,47,14,0,4,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1321,0,19,0,0,9,0,1118,0,0,1,0,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1322,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1323,0,28,0,16,0,0,406,1317,1,0,0,1,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1324,1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1325,1,22,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1326,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1327,1,61,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
1328,1,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
1329,0,19,0,0,0,0,0,1201,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1330,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1331,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1332,0,26,0,1208,90,1,0,0,2,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1333,1,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1334,0,23,0,5,0,0,49,668,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1335,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1336,0,18,0,2366,0,238,0,0,2,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1337,1,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1338,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1339,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1340,0,37,0,0,0,1631,0,75,0,0,3,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1341,0,25,0,156,5,12,978,0,0,1,1,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1342,0,22,0,0,907,0,0,1128,0,1,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1343,0,20,0,91,0,10,1187,0,1,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1344,0,32,0,2436,0,18,9,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1345,0,34,0,0,0,573,214,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1346,1,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1347,0,23,0,11,0,0,0,1281,1,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1348,0,22,0,0,4313,0,0,25,0,4,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1349,1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1350,0,18,0,33,1352,38,0,504,1,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1351,0,36,0,86,290,2271,2184,91,1,1,3,4,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1352,1,32,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1353,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1354,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1355,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1356,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1357,0,14,0,890,0,75,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1358,0,22,0,0,562,0,0,3808,0,2,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1359,0,31,0,0,0,0,234,572,0,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1360,0,25,0,1,72,1202,33,0,0,1,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1361,0,15,0,19,3673,173,0,314,1,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1362,0,28,0,2521,0,303,8,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1363,1,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1364,0,28,0,743,27,10,0,17,2,1,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1365,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1366,0,44,0,0,72,0,665,0,0,1,0,3,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1367,0,22,0,0,1,197,237,620,0,0,0,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1368,0,48,0,0,0,889,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1369,0,25,0,1722,906,0,0,1,2,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1370,0,24,0,646,202,0,3,2,2,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1371,0,20,0,0,822,0,65,0,0,2,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1372,0,46,0,0,7,327,0,508,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1373,1,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1374,0,26,0,368,0,371,406,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1375,0,56,0,0,88,0,882,207,0,1,0,3,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1376,0,37,0,262,380,0,39,766,2,1,0,1,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1377,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1378,0,15,0,152,630,124,1,0,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1379,0,21,0,0,934,0,380,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1380,0,24,0,0,2,70,707,7,0,1,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
1381,0,30,0,0,137,15,0,1292,0,1,1,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
1382,1,34,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1383,1,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1384,1,55,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1385,0,27,0,0,49,77,2427,3590,0,1,1,4,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
1386,0,44,0,48,207,10,443,2,1,1,1,2,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1387,0,17,0,75,0,816,0,265,1,0,2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1388,0,17,0,546,0,0,0,203,2,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1389,0,36,0,3,0,345,1,960,1,0,1,0,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1390,0,18,0,0,0,111,451,82,0,0,1,2,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1391,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1392,0,21,0,0,680,0,0,13,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1393,0,26,0,783,40,77,6,0,2,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
1394,0,29,0,1,395,0,240,12,0,1,0,2,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1395,0,21,0,1214,0,88,1296,0,2,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1396,1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1397,0,27,0,0,4,549,2928,354,0,1,1,4,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1398,0,25,0,0,2037,2,0,2166,0,3,1,0,2,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1399,1,43,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
1400,0,35,0,1228,0,1923,19,2,2,0,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
1401,0,21,0,0,0,0,95,642,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1402,0,23,0,1,0,0,445,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1403,1,17,0,0,0,86,13,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1404,0,21,0,0,844,36,2051,3178,0,2,1,3,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1405,1,21,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1406,0,39,0,0,2061,18,443,157,0,3,1,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1407,1,22,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1408,1,40,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1409,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1410,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1411,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1412,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1413,0,20,0,768,63,0,0,3,2,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1414,0,17,0,0,4738,188,0,860,0,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1415,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1416,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1417,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1418,1,27,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
1419,1,40,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
1420,0,22,0,1,0,55,183,552,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1421,0,55,0,174,0,958,84,0,1,0,2,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1422,0,45,0,0,2203,0,895,0,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1423,0,33,0,1726,0,2,0,50,2,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1424,0,42,0,56,3,0,1771,514,1,1,0,3,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1425,0,27,0,0,351,0,3829,76,0,1,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1426,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1427,0,23,0,758,0,178,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
