,CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CatRoomService,CatFoodCourt,CatShoppingMall,CatSpa,CatVRDeck,Transported,GroupSize,FamilySize,Europa,Earth,Mars,TRAPPIST-1e,PSO J318.5-22,55 Cancri e,Deck_B,Deck_F,Deck_A,Deck_G,Deck_E,Deck_D,Deck_C,Side_P,Side_S
2315,0,36,0,0,0,0,33,619,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2316,0,14,0,148,0,34,808,0,1,0,1,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2317,1,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2318,0,22,0,272,44,0,1064,418,1,1,0,3,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2319,0,24,0,873,12,1,0,3,2,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2320,0,31,0,311,0,745,232,0,2,0,2,2,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2321,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2322,0,19,0,0,13,291,481,2,0,1,1,2,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2323,0,19,0,0,5,4,541,238,0,1,1,2,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
2324,0,38,0,0,2506,46,11001,5,0,3,1,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2325,1,39,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2326,0,23,0,36,2467,0,381,803,1,3,0,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2327,1,57,0,0,623,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2328,1,18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2329,0,43,0,0,9,1145,0,0,0,1,2,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2330,0,28,0,34,0,1342,91,0,1,0,3,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2331,0,33,0,0,8759,0,2788,4513,0,4,0,4,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2332,1,37,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2333,0,28,0,0,55,0,656,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2334,0,28,1,2,2144,0,435,5872,0,3,0,2,3,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2335,1,18,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2336,0,29,0,75,17,0,211,506,1,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2337,1,29,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2338,1,28,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2339,0,24,0,172,775,344,0,0,1,2,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2340,0,59,0,0,5407,0,285,1135,0,4,0,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2341,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2342,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2343,1,23,0,0,0,117,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2344,1,27,0,0,0,0,320,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2345,1,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2346,1,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2347,0,48,0,639,412,110,0,0,2,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2348,0,25,0,1734,1,189,1,0,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2349,1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2350,0,24,0,737,37,1682,0,0,2,1,3,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2351,1,69,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2352,0,20,0,0,646,0,1451,1425,0,2,0,1,2,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2353,1,18,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2354,1,28,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2355,0,23,0,0,9,292,35,349,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
2356,0,24,0,345,0,451,0,582,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2357,0,44,0,0,1482,127,1555,1257,0,3,1,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2358,0,29,0,834,0,28,117,41,2,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2359,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2360,0,42,0,41,1912,0,1899,43,1,3,0,3,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2361,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2362,0,36,0,548,179,24,0,77,2,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2363,0,37,0,0,100,0,1402,1462,0,1,0,3,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2364,0,41,0,0,12809,2,2835,1514,0,4,1,4,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2365,0,18,0,852,48,0,7,0,2,1,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2366,0,62,0,1663,0,23,2,12,2,0,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2367,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2368,0,55,0,1281,0,7,1,0,2,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2369,1,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2370,0,32,0,238,156,3,2,324,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2371,0,19,0,0,1124,4,0,0,0,2,1,0,0,1,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2372,0,7,0,0,0,0,0,78,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2373,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2374,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2375,1,24,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2376,1,34,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2377,1,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2378,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2379,0,32,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2380,0,55,0,403,0,922,0,0,2,0,2,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2381,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2382,0,51,0,0,1949,0,2549,39,0,3,0,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2383,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2384,0,21,0,882,0,0,217,0,2,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2385,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2386,0,19,0,194,44,0,549,1,1,1,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2387,1,24,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2388,0,20,0,2502,0,96,0,0,2,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2389,0,42,0,2,3024,0,89,10,0,3,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
2390,1,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2391,0,32,0,598,0,138,0,624,2,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2392,0,28,0,145,8,557,0,74,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2393,1,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2394,1,56,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2395,1,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2396,0,42,0,10,303,12,0,478,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2397,0,18,0,1153,0,0,1409,195,2,0,0,3,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2398,0,24,0,19,676,0,26,0,1,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2399,0,20,0,496,20,16,0,254,2,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
2400,0,22,0,26,0,0,0,733,1,0,0,0,2,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2401,0,22,0,98,0,46,641,0,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2402,0,21,0,0,0,-28,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2403,0,28,0,4,166,743,0,0,1,1,2,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2404,1,26,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2405,1,50,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2406,0,26,0,0,8150,0,3508,99,0,4,0,4,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2407,0,30,1,0,632,0,673,2272,0,2,0,3,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2408,1,29,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2409,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2410,0,45,0,406,148,285,0,0,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2411,1,35,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2412,0,18,0,9,419,0,201,7,1,1,0,2,1,0,1,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2413,0,23,0,0,121,0,568,128,0,1,0,2,1,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2414,0,29,1,803,0,0,58,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2415,0,18,0,1102,9,2628,0,0,2,1,3,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2416,0,28,0,804,2,13,0,62,2,1,1,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2417,1,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2419,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2420,0,28,0,938,61,0,53,4,2,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2421,0,8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2422,0,20,0,59,0,1646,1657,0,1,0,3,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2423,1,20,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2424,1,25,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2425,0,31,0,995,7,1213,0,687,2,1,2,0,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
2426,0,37,0,27,0,1131,0,1318,1,0,2,0,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2427,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2428,1,24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
2429,1,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2430,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2431,1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
2432,1,43,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
2433,0,23,0,900,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2434,0,45,0,10,16,801,73,322,1,1,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2435,1,63,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2436,1,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2437,0,35,0,0,1471,2,445,533,0,3,1,2,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2438,0,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2439,1,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2440,0,17,0,0,604,0,0,218,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2441,0,32,0,59,0,469,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
2442,1,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
2443,0,17,0,2000,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2444,0,34,0,492,0,13,55,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2445,0,15,0,0,0,875,3,346,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2446,1,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2447,0,22,0,0,1,271,0,1348,0,0,1,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
2448,0,19,0,232,0,479,0,5,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2449,0,40,0,0,228,5,454,1,0,1,1,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2450,1,25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2451,0,51,0,0,6,0,2085,67,0,1,0,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2452,0,22,0,91,6,0,17,693,1,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2453,1,50,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2454,0,26,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
2455,1,39,0,0,0,0,0,-241,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2456,0,18,0,1867,0,29,72,-485,2,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2457,0,22,0,259,0,137,671,316,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2458,0,26,0,0,29,0,759,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
2459,0,19,0,0,0,0,0,1051,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2460,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2461,0,24,0,0,0,17,0,793,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2462,0,34,0,122,0,6,739,0,1,0,1,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2463,0,55,0,0,815,1558,3,1334,0,2,3,1,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2464,0,42,0,3,2174,0,10860,2564,1,3,0,4,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2465,1,14,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2466,0,28,0,0,3053,0,839,2153,0,3,0,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2467,1,26,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2468,0,33,0,0,286,1795,712,7041,0,1,3,3,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2469,0,24,0,0,0,0,636,68,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2470,0,23,0,490,313,0,6,0,2,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2471,0,16,0,46,0,1994,0,677,1,0,3,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
2472,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2473,1,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2474,0,22,0,0,0,670,0,32,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2475,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2476,0,20,0,0,27,1,686,1,0,1,0,3,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2477,0,21,0,366,1136,795,132,0,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2478,0,14,0,548,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2479,0,27,0,0,0,194,2,1215,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2480,0,19,0,1,4,0,750,3,0,1,0,3,1,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2481,1,21,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2482,0,32,0,1722,4,937,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
2483,0,13,0,0,0,0,4,811,0,0,0,1,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2484,1,71,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
2485,1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2486,0,18,0,1874,0,260,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
2487,0,23,0,29,34,1,2838,0,1,1,0,4,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
2488,0,34,0,0,382,0,87,236,0,1,0,1,1,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
2489,0,20,0,4,790,0,15,0,1,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2490,0,17,0,0,33,0,56,708,0,1,0,1,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2491,0,21,0,970,0,213,8,86,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
2492,0,33,0,0,1554,3813,0,1435,0,3,3,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
2493,0,34,0,3551,1284,1865,90,0,2,2,3,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
2494,0,51,0,0,302,0,1367,669,0,1,0,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2495,0,21,0,0,680,0,10,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2496,1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2497,0,31,0,880,0,0,8,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2498,0,36,0,2,1297,0,4,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
2499,0,39,0,0,7116,0,13208,1515,0,4,0,4,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
2500,0,26,0,886,0,0,0,21,2,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2501,0,51,0,0,1347,0,43,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2502,0,24,0,13,193,0,0,591,1,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2503,0,27,0,339,104,116,160,0,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
2504,0,31,0,0,243,1,559,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
2505,0,24,0,0,0,21,0,695,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2506,0,57,0,0,1514,0,72,1393,0,3,0,1,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2507,0,36,1,11,79,0,210,1895,1,1,0,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2508,0,55,0,0,846,0,263,2024,0,2,0,2,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
2509,1,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
2510,0,18,0,947,0,4,4,0,2,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
2511,0,27,0,1893,487,4,0,0,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
2512,0,50,0,0,2684,0,153,1751,0,3,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2513,0,24,0,45,138,1,0,530,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2514,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
2515,1,24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
2516,0,18,0,0,617,0,0,10,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
2517,0,44,0,1178,1,348,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
2518,1,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
2519,0,58,0,1113,1650,0,194,510,2,3,0,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
2520,1,29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
2521,0,23,0,3,548,37,0,12,1,2,1,0,1,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
2522,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2523,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
2524,0,33,0,361,0,381,1622,0,2,0,1,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
