CryoSleep,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,CatRoomService,CatFoodCourt,CatShoppingMall,CatSpa,CatVRDeck,Transported,GroupSize,FamilySize,Europa,Earth,Mars,TRAPPIST-1e,PSO J318.5-22,55 Cancri e,Deck_B,Deck_F,Deck_A,Deck_G,Deck_E,Deck_D,Deck_C,Side_P,Side_S
1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1,24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
1,25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
1,43,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
0,23,0,900,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,45,0,10,16,801,73,322,1,1,2,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,63,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,35,0,0,1471,2,445,533,0,3,1,2,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,17,0,0,604,0,0,218,0,2,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,32,0,59,0,469,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,23,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,17,0,2000,0,0,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,34,0,492,0,13,55,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,15,0,0,0,875,3,346,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,14,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,22,0,0,1,271,0,1348,0,0,1,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,19,0,232,0,479,0,5,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,40,0,0,228,5,454,1,0,1,1,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,25,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,51,0,0,6,0,2085,67,0,1,0,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,22,0,91,6,0,17,693,1,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,50,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,26,0,0,0,0,0,707,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,39,0,0,0,0,0,-241,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,18,0,1867,0,29,72,-485,2,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
0,22,0,259,0,137,671,316,0,0,1,3,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,26,0,0,29,0,759,0,0,1,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,19,0,0,0,0,0,1051,0,0,0,0,2,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,24,0,0,0,17,0,793,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
0,34,0,122,0,6,739,0,1,0,1,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
0,55,0,0,815,1558,3,1334,0,2,3,1,2,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,42,0,3,2174,0,10860,2564,1,3,0,4,3,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,14,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,28,0,0,3053,0,839,2153,0,3,0,3,2,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1,26,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,33,0,0,286,1795,712,7041,0,1,3,3,3,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,24,0,0,0,0,636,68,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,23,0,490,313,0,6,0,2,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,16,0,46,0,1994,0,677,1,0,3,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,22,0,0,0,670,0,32,0,0,2,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,20,0,0,27,1,686,1,0,1,0,3,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,21,0,366,1136,795,132,0,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,14,0,548,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,27,0,0,0,194,2,1215,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,19,0,1,4,0,750,3,0,1,0,3,1,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,21,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,32,0,1722,4,937,0,0,2,1,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,13,0,0,0,0,4,811,0,0,0,1,2,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
1,71,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
1,28,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,18,0,1874,0,260,0,0,2,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0,23,0,29,34,1,2838,0,1,1,0,4,0,0,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,34,0,0,382,0,87,236,0,1,0,1,1,0,1,2,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,20,0,4,790,0,15,0,1,2,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,17,0,0,33,0,56,708,0,1,0,1,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,21,0,970,0,213,8,86,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,33,0,0,1554,3813,0,1435,0,3,3,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,34,0,3551,1284,1865,90,0,2,2,3,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,51,0,0,302,0,1367,669,0,1,0,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
0,21,0,0,680,0,10,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,31,0,880,0,0,8,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,36,0,2,1297,0,4,0,0,2,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
0,39,0,0,7116,0,13208,1515,0,4,0,4,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,26,0,886,0,0,0,21,2,0,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,51,0,0,1347,0,43,0,0,2,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,24,0,13,193,0,0,591,1,1,0,0,1,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,27,0,339,104,116,160,0,2,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0,31,0,0,243,1,559,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,24,0,0,0,21,0,695,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
0,57,0,0,1514,0,72,1393,0,3,0,1,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
0,36,1,11,79,0,210,1895,1,1,0,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,55,0,0,846,0,263,2024,0,2,0,2,2,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,18,0,947,0,4,4,0,2,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
0,27,0,1893,487,4,0,0,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
0,50,0,0,2684,0,153,1751,0,3,0,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,24,0,45,138,1,0,530,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
1,24,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,18,0,0,617,0,0,10,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,44,0,1178,1,348,0,0,2,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
0,58,0,1113,1650,0,194,510,2,3,0,2,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,29,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
0,23,0,3,548,37,0,12,1,2,1,0,1,1,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1
1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,33,0,361,0,381,1622,0,2,0,1,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,12,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
1,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,59,0,269,1776,0,0,12,1,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
0,18,0,130,0,13,191,554,1,0,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,72,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
0,23,0,171,2373,1,30,985,1,3,0,1,2,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,11,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,25,0,21,746,55,0,4,1,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
1,24,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,54,0,0,5876,0,0,914,0,4,0,0,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1,17,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,48,0,1200,0,38,48,0,2,0,1,1,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,40,0,0,0,362,272,0,0,0,1,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,32,0,0,9,11,784,63,0,1,1,3,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,15,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,52,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
0,16,0,0,1115,0,1674,132,0,2,0,3,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
1,16,0,0,-233,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,16,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,10,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,27,1,1709,4,24,0,0,2,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
0,45,0,0,726,0,281,1257,0,2,0,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,26,0,2381,1772,0,0,2618,2,3,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,29,0,1049,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
1,38,0,0,0,0,-282,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,19,0,1,143,0,254,107,0,1,0,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,43,0,471,0,133,2,692,2,0,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
0,15,0,746,0,2,0,11,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,31,0,1511,0,310,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,52,0,758,0,356,5,0,2,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,29,0,143,548,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,18,0,600,0,0,179,11,2,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,41,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,23,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,58,0,0,82,0,758,0,0,1,0,3,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,39,0,0,0,0,0,907,0,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,13,0,911,1,0,74,0,2,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1,36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,23,0,253,0,0,888,0,1,0,0,3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1,24,0,-223,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
0,33,0,0,0,170,14,810,0,0,1,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,18,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,36,0,625,0,260,0,0,2,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,15,0,254,0,10,180,0,1,0,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
0,31,0,91,756,0,0,12,1,2,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,42,0,0,0,213,166,1209,0,0,1,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
0,27,0,1502,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,36,0,123,3,307,7,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,22,0,0,837,192,0,749,0,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
0,56,0,0,1721,0,96,0,0,3,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,23,0,0,0,0,757,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
0,25,0,314,2,648,92,0,2,1,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
0,29,0,3,0,3,0,697,1,0,1,0,2,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,17,0,0,1195,31,0,0,0,2,1,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,13,0,412,4,0,0,551,2,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,35,0,2301,0,414,-309,0,2,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
1,53,0,219,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,24,0,14,702,0,0,0,1,2,0,0,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,21,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,29,0,2,8,0,2864,155,0,1,0,4,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
0,46,0,0,0,1661,52,8,0,0,3,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,58,0,131,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,53,0,0,1,0,195,493,0,0,0,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
0,21,0,13,-254,1098,64,1,1,0,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,23,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,41,0,0,320,4333,1313,51,0,1,3,3,1,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,29,0,3,933,0,674,731,1,2,0,3,2,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,54,0,0,37,0,4689,0,0,1,0,4,0,0,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
0,43,0,0,9923,660,10,266,0,4,2,1,1,1,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1,36,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
0,48,0,784,87,0,0,1,2,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,34,0,10,5659,15,3,0,1,4,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,42,0,0,802,0,2622,671,0,2,0,4,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
0,17,0,0,0,0,863,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,22,0,0,0,0,0,1345,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,37,0,6,437,178,54,3030,1,1,0,1,3,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1,38,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
0,21,0,3,0,0,881,0,1,0,0,3,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,23,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,27,0,1,767,0,13104,3657,0,2,0,4,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
0,23,0,18,2595,0,0,122,1,3,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,19,0,0,0,366,268,0,0,0,1,2,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
0,28,0,948,0,64,170,0,2,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1
0,33,0,0,0,154,22,820,0,0,1,1,2,0,1,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,41,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
0,44,0,0,0,0,0,871,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1
0,43,0,803,0,384,120,0,2,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1
1,14,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,25,0,237,0,910,0,12,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,24,0,165,0,981,2,0,1,0,2,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
0,38,0,77,169,0,0,470,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1,44,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
1,57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
1,3,0,0,0,-51,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
0,5,0,0,0,0,0,358,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
1,3,0,0,-143,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
1,18,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,8,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
1,21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1
0,28,0,1581,213,0,18,3051,2,1,0,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
0,49,0,20,6807,174,3538,2473,1,4,1,4,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
